Name,Height,Weight,Preferred Foot,Birth Date,Age,Preferred Positions,OVR,POT,Value,Wage,GK Reflexes,Ball Skills,Defence,Mental,Passing,Physical,Shooting,Goalkeeper
Rafael Tolói ,185 cm,75 kg,Right,"Oct. 10, 1990",33,CB,80,80,13500000.0,50.0,8,64.0,81.5,69.83333333333333,60.333333333333336,73.14285714285714,58.125,12.6
Alexis Sánchez ,169 cm,62 kg,Right,"Dec. 19, 1988",34,ST,80,81,10500000.0,90.0,13,85.0,39.5,75.66666666666667,78.0,74.71428571428571,79.5,12.0
Matteo Darmian ,183 cm,70 kg,Right,"Dec. 2, 1989",34,"CB, RWB, RM",80,80,10000000.0,75.0,7,76.0,83.0,78.0,75.66666666666667,73.14285714285714,58.0,7.8
Leonardo Bonucci ,190 cm,85 kg,Right,"May 1, 1987",36,CB,80,80,3800000.0,27.5,4,73.5,80.0,72.33333333333333,69.66666666666667,59.714285714285715,64.875,2.6
Marko Arnautović ,192 cm,83 kg,Right,"April 19, 1989",34,ST,80,80,10500000.0,44.0,15,80.5,40.5,71.5,77.33333333333333,76.85714285714286,77.75,12.8
Jordan Henderson ,187 cm,80 kg,Right,"June 17, 1990",33,"CM, CDM",80,80,13000000.0,39.0,13,79.5,76.5,78.83333333333333,81.33333333333333,68.85714285714286,71.875,9.8
Fernando Muslera ,190 cm,74 kg,Right,"June 16, 1986",37,GK,80,80,550000.0,23.5,77,26.0,16.0,44.833333333333336,35.333333333333336,57.142857142857146,18.0,77.6
Georginio Wijnaldum ,175 cm,74 kg,Right,"Nov. 11, 1990",33,"CM, CDM",80,80,16500000.0,39.0,6,79.5,74.0,78.5,76.66666666666667,76.71428571428571,73.25,10.8
Adán ,190 cm,94 kg,Left,"May 13, 1987",36,GK,80,80,550000.0,8.5,78,13.5,16.0,42.166666666666664,29.666666666666668,57.57142857142857,21.0,79.4
David Ospina ,183 cm,80 kg,Right,"Aug. 31, 1988",35,GK,80,80,3600000.0,36.0,82,22.0,12.5,40.833333333333336,29.0,52.0,19.625,79.4
Claudio Bravo ,184 cm,80 kg,Right,"April 13, 1983",40,GK,80,80,550000.0,13.0,80,27.0,18.5,47.666666666666664,44.0,59.285714285714285,25.875,80.0
Simon Mignolet ,193 cm,87 kg,Right,"March 6, 1988",35,GK,80,80,2300000.0,14.0,83,20.0,15.0,41.0,33.666666666666664,51.714285714285715,23.0,78.6
Erik Lamela ,181 cm,79 kg,Left,"March 4, 1992",31,"RW, CAM",80,80,17500000.0,36.0,13,84.5,53.0,75.66666666666667,77.33333333333333,73.28571428571429,76.25,11.4
Carlos Vela ,177 cm,77 kg,Left,"March 1, 1989",34,"RW, LW, ST",80,80,10000000.0,13.0,10,83.0,16.5,67.5,73.66666666666667,74.71428571428571,76.625,10.6
Jesús Navas ,172 cm,60 kg,Right,"Nov. 21, 1985",38,"RB, RM",80,80,4700000.0,21.5,13,80.5,75.5,77.33333333333333,80.66666666666667,72.57142857142857,67.75,11.0
Giorgio Chiellini ,187 cm,85 kg,Left,"Aug. 14, 1984",39,CB,80,80,3800000.0,7.9,3,56.0,82.0,67.83333333333333,64.66666666666667,67.42857142857143,52.875,3.0
Yeremy Pino ,172 cm,60 kg,Right,"Oct. 20, 2002",21,"LM, RM, ST",79,87,20000000.0,27.0,9,80.5,44.5,61.0,76.33333333333333,66.42857142857143,64.5,9.0
Carlos Augusto ,184 cm,75 kg,Left,"Jan. 7, 1999",24,LM,79,84,20000000.0,48.0,13,80.0,78.0,76.16666666666667,76.33333333333333,79.57142857142857,69.25,10.6
Gonçalo Inácio ,185 cm,78 kg,Left,"Aug. 25, 2001",22,CB,79,86,18000000.0,11.0,7,61.0,80.5,70.5,61.333333333333336,73.57142857142857,42.25,7.2
Nico Williams ,181 cm,67 kg,Right,"July 12, 2002",21,"RM, LM",79,85,20000000.0,39.0,14,83.5,19.0,61.0,70.0,82.28571428571429,70.375,12.0
Josip Šutalo ,190 cm,82 kg,Right,"Feb. 28, 2000",23,CB,79,85,17500000.0,15.5,14,74.0,80.0,68.5,64.0,74.42857142857143,36.125,11.0
Piero Hincapié ,184 cm,76 kg,Left,"Jan. 9, 2002",21,CB,79,86,18000000.0,36.0,9,71.5,81.5,69.83333333333333,69.0,78.0,44.125,9.8
Matheus Nunes ,183 cm,76 kg,Right,"Aug. 27, 1998",25,"CM, LM",79,84,20000000.0,100.0,13,82.5,74.5,78.5,72.66666666666667,78.0,65.25,12.0
Giacomo Raspadori ,172 cm,69 kg,Right,"Feb. 18, 2000",23,"CF, ST, LW",79,86,20500000.0,55.0,9,81.5,22.0,64.83333333333333,63.333333333333336,74.0,72.75,10.0
Marco Carnesecchi ,191 cm,83 kg,Right,"July 1, 2000",23,GK,79,87,15000000.0,32.0,84,17.5,13.5,34.833333333333336,26.0,38.285714285714285,18.25,78.2
Jurriën Timber ,179 cm,78 kg,Right,"June 17, 2001",22,"CB, RB",79,86,18000000.0,80.0,14,77.0,79.0,74.5,70.0,78.85714285714286,46.375,9.6
Renan Lodi ,173 cm,68 kg,Left,"April 8, 1998",25,"LB, LWB",79,82,17500000.0,38.0,15,77.0,77.5,74.83333333333333,76.33333333333333,79.0,66.375,11.0
Wesley Fofana ,190 cm,76 kg,Right,"Dec. 17, 2000",22,CB,79,86,18000000.0,80.0,6,66.0,81.0,66.66666666666667,58.333333333333336,69.85714285714286,44.125,11.0
Vivian ,183 cm,83 kg,Right,"July 5, 1999",24,CB,79,84,17500000.0,24.5,8,61.0,80.0,63.333333333333336,61.333333333333336,75.14285714285714,47.875,9.4
Sacha Boey ,178 cm,70 kg,Right,"Sept. 13, 2000",23,RB,79,84,19000000.0,37.0,6,73.5,77.0,71.16666666666667,67.33333333333333,85.85714285714286,54.0,10.0
Edgar ,193 cm,78 kg,Right,"April 1, 1997",26,"CB, CDM",79,82,16500000.0,28.5,8,65.5,80.0,73.16666666666667,66.0,65.71428571428571,44.375,9.6
Folarin Balogun ,178 cm,66 kg,Right,"July 3, 2001",22,ST,79,86,21000000.0,45.0,10,77.5,15.5,62.5,61.333333333333336,76.42857142857143,71.625,11.4
Khéphren Thuram ,192 cm,81 kg,Right,"March 26, 2001",22,"CM, CDM",79,84,20500000.0,41.0,9,80.5,75.5,76.83333333333333,77.33333333333333,76.42857142857143,67.375,10.0
Ryan Gravenberch ,190 cm,77 kg,Right,"May 16, 2002",21,CM,79,87,20500000.0,75.0,12,85.0,64.0,71.5,78.0,76.0,70.125,9.8
Jean-Clair Todibo ,190 cm,88 kg,Right,"Dec. 30, 1999",23,CB,79,84,17500000.0,37.0,13,69.0,79.0,67.83333333333333,65.66666666666667,71.14285714285714,51.125,10.4
Thiago Almada ,171 cm,62 kg,Right,"April 26, 2001",22,"CAM, CM, CF",79,87,20500000.0,9.9,10,82.5,54.0,71.83333333333333,71.66666666666667,77.85714285714286,72.25,9.4
Alexander Bah ,183 cm,76 kg,Right,"Dec. 9, 1997",26,RB,79,83,17500000.0,14.5,13,74.5,75.0,76.83333333333333,72.0,82.0,65.0,10.4
Mohammed Kudus ,177 cm,70 kg,Left,"Aug. 2, 2000",23,"RW, CAM",79,86,20500000.0,70.0,10,84.5,56.0,71.33333333333333,70.66666666666667,83.57142857142857,65.125,8.4
Nayef Aguerd ,190 cm,76 kg,Left,"March 30, 1996",27,CB,79,81,16000000.0,65.0,6,66.0,80.5,70.16666666666667,65.66666666666667,68.0,53.625,10.2
Teddy Teuma ,176 cm,73 kg,Left,"Sept. 30, 1993",30,"CM, CAM, CDM",79,79,17000000.0,31.0,9,77.0,75.0,78.33333333333333,78.66666666666667,72.28571428571429,74.875,9.0
Lovro Majer ,178 cm,76 kg,Left,"Jan. 17, 1998",25,CM,79,83,19500000.0,48.0,6,84.5,61.5,73.0,80.0,71.28571428571429,72.75,8.8
Catena ,194 cm,82 kg,Right,"Oct. 28, 1994",29,CB,79,80,15000000.0,32.0,11,53.5,81.0,65.0,66.66666666666667,68.85714285714286,43.875,10.2
Mohamed Simakan ,187 cm,82 kg,Right,"May 3, 2000",23,"CB, RB",79,86,17500000.0,43.0,15,67.5,80.0,71.33333333333333,66.33333333333333,74.28571428571429,47.375,9.2
Christoph Baumgartner ,180 cm,73 kg,Right,"Aug. 1, 1999",24,"CAM, CM, CF",79,84,20000000.0,48.0,11,81.5,52.5,68.33333333333333,73.0,72.28571428571429,68.0,11.0
Perr Schuurs ,191 cm,79 kg,Right,"Nov. 26, 1999",24,CB,79,85,17500000.0,39.0,6,71.5,81.5,69.66666666666667,74.66666666666667,67.57142857142857,66.875,9.0
Lutsharel Geertruida ,185 cm,73 kg,Right,"July 18, 2000",23,"RB, CB, CDM",79,85,19000000.0,16.5,10,76.0,80.5,72.33333333333333,71.33333333333333,78.85714285714286,48.625,11.6
Amine Gouiri ,181 cm,83 kg,Right,"Feb. 16, 2000",23,"ST, LM, LW",79,84,20500000.0,49.0,7,81.0,36.5,69.66666666666667,74.66666666666667,75.14285714285714,78.0,8.4
Ridle Baku ,176 cm,75 kg,Right,"April 8, 1998",25,"RB, RW",79,83,17500000.0,44.0,9,80.5,75.0,75.83333333333333,75.33333333333333,81.71428571428571,65.375,9.2
Nicolò Casale ,191 cm,80 kg,Right,"Feb. 14, 1998",25,CB,79,82,17000000.0,46.0,9,69.5,79.0,72.16666666666667,67.33333333333333,73.42857142857143,55.875,11.4
Cucurella ,173 cm,66 kg,Left,"July 22, 1998",25,"LB, CB, LWB",79,83,18500000.0,80.0,11,79.5,78.5,76.5,78.66666666666667,76.28571428571429,63.75,10.0
Ethan Pinnock ,194 cm,79 kg,Left,"May 29, 1993",30,CB,79,79,14500000.0,55.0,8,63.0,80.5,67.33333333333333,58.0,70.42857142857143,43.5,8.2
Nikola Milenković ,195 cm,90 kg,Right,"Oct. 12, 1997",26,CB,79,82,17000000.0,50.0,14,65.5,79.5,66.0,67.33333333333333,66.28571428571429,47.0,9.8
Tyrell Malacia ,169 cm,67 kg,Left,"Aug. 17, 1999",24,LB,79,83,18500000.0,85.0,8,76.0,80.5,71.16666666666667,71.0,81.42857142857143,56.125,9.2
Valentin Castellanos ,178 cm,70 kg,Right,"Oct. 3, 1998",25,ST,79,84,20500000.0,50.0,8,76.5,38.0,70.66666666666667,65.66666666666667,76.42857142857143,73.75,10.2
Joe Willock ,186 cm,71 kg,Right,"Aug. 20, 1999",24,CM,79,83,20000000.0,70.0,9,82.0,68.5,77.5,73.0,76.85714285714286,66.125,9.2
Scott McTominay ,193 cm,88 kg,Right,"Dec. 8, 1996",27,"CDM, CM",79,82,17000000.0,100.0,11,76.0,75.5,77.0,73.33333333333333,67.28571428571429,70.375,8.4
Tomáš Souček ,192 cm,86 kg,Right,"Feb. 27, 1995",28,"CDM, CM",79,80,15500000.0,70.0,8,73.5,79.5,75.83333333333333,72.66666666666667,66.0,67.5,8.6
David Raum ,180 cm,75 kg,Left,"April 22, 1998",25,"LB, LM",79,82,17500000.0,48.0,6,77.5,73.0,71.16666666666667,77.0,82.0,61.25,10.2
Douglas Luiz ,175 cm,66 kg,Right,"May 9, 1998",25,"CDM, CM",79,83,17000000.0,70.0,7,78.5,73.0,76.16666666666667,82.66666666666667,71.14285714285714,70.375,9.6
Mattéo Guendouzi ,185 cm,68 kg,Right,"April 14, 1999",24,"CM, CF",79,83,20000000.0,38.0,11,78.0,74.0,79.83333333333333,76.33333333333333,77.57142857142857,68.625,9.8
Yves Bissouma ,182 cm,80 kg,Right,"Aug. 30, 1996",27,"CDM, CM",79,82,17000000.0,75.0,8,77.5,78.5,75.66666666666667,73.0,74.28571428571429,67.25,9.6
Michele Di Gregorio ,187 cm,81 kg,Right,"July 27, 1997",26,GK,79,83,14000000.0,38.0,82,19.0,12.0,39.5,20.0,50.0,18.875,78.0
Eberechi Eze ,178 cm,67 kg,Right,"June 29, 1998",25,"CAM, CM, LW",79,84,19500000.0,45.0,10,82.0,50.0,70.16666666666667,76.0,75.0,70.125,11.0
Manuel Lazzari ,174 cm,67 kg,Right,"Nov. 29, 1993",30,RB,79,79,15500000.0,50.0,11,81.5,72.0,73.5,78.66666666666667,81.57142857142857,57.625,9.4
Lucas Robertone ,169 cm,66 kg,Right,"March 18, 1997",26,"CM, CAM, CDM",79,80,19000000.0,31.0,14,80.5,78.0,76.16666666666667,76.33333333333333,81.57142857142857,74.25,12.2
Florian Neuhaus ,185 cm,77 kg,Right,"March 16, 1997",26,CM,79,82,19000000.0,34.0,15,79.0,65.5,72.66666666666667,78.0,71.57142857142857,66.5,10.6
Emanuel Reynoso ,176 cm,67 kg,Left,"Nov. 16, 1995",28,"CAM, LM",79,80,18500000.0,11.5,9,80.5,55.5,75.83333333333333,76.33333333333333,70.57142857142857,65.5,8.2
Carlos Soler ,180 cm,76 kg,Right,"Jan. 2, 1997",26,CM,79,80,19000000.0,80.0,11,80.5,72.5,75.16666666666667,79.33333333333333,75.57142857142857,74.875,10.2
Dean Henderson ,188 cm,85 kg,Right,"March 12, 1997",26,GK,79,82,14000000.0,35.0,81,24.0,14.0,40.833333333333336,35.666666666666664,56.0,16.25,78.2
Alexis Vega ,173 cm,77 kg,Right,"Nov. 25, 1997",26,"LW, ST, LM",79,82,16250000.0,26.0,7,83.0,18.5,66.33333333333333,73.33333333333333,80.71428571428571,72.375,8.6
Fredrik Aursnes ,179 cm,71 kg,Right,"Dec. 10, 1995",28,"CM, LM, RB",79,80,18500000.0,17.0,13,79.0,74.0,78.83333333333333,78.33333333333333,79.42857142857143,65.125,12.2
Philipp Lienhart ,189 cm,83 kg,Right,"July 11, 1996",27,CB,79,81,16500000.0,31.0,14,61.5,78.5,66.33333333333333,61.666666666666664,70.71428571428571,37.625,11.8
Gonzalo Montiel ,175 cm,70 kg,Right,"Jan. 1, 1997",26,"RB, RWB",79,81,17500000.0,28.5,6,73.5,75.5,77.33333333333333,70.66666666666667,81.57142857142857,60.75,7.6
Matheus Reis ,184 cm,80 kg,Left,"Feb. 18, 1995",28,"CB, LB, LWB",79,80,15000000.0,16.0,14,74.5,80.0,72.5,68.33333333333333,74.85714285714286,55.625,10.2
Luimo Boas Santos ,176 cm,73 kg,Right,"Feb. 29, 2000",23,ST,79,79,20500000.0,21.0,9,81.5,19.5,63.0,57.333333333333336,78.14285714285714,75.375,9.6
Gabri Prestão ,186 cm,80 kg,Right,"Feb. 29, 1992",31,GK,79,79,9500000.0,16.0,82,19.0,12.5,42.0,10.333333333333334,54.0,16.125,77.2
Melvin Parrela ,188 cm,88 kg,Right,"Feb. 29, 2000",23,CDM,79,79,18000000.0,17.0,8,73.0,80.5,74.33333333333333,67.33333333333333,75.85714285714286,70.875,11.0
Jorge Andrão ,177 cm,75 kg,Right,"Feb. 29, 1996",27,"CDM, CM",79,79,16500000.0,20.0,8,76.0,79.0,72.16666666666667,76.0,72.42857142857143,61.625,11.0
Adnan Vidual ,175 cm,70 kg,Right,"Feb. 29, 1992",31,RB,79,79,12500000.0,20.0,7,71.0,76.5,68.5,72.0,77.57142857142857,55.875,7.6
Diego Essler ,168 cm,65 kg,Left,"Feb. 29, 2000",23,"LB, LM",79,79,18500000.0,17.0,9,75.0,76.5,73.5,71.0,77.57142857142857,57.25,11.8
Emelvinson ,190 cm,85 kg,Right,"Feb. 29, 1988",35,GK,79,79,1900000.0,10.5,74,15.0,15.0,45.166666666666664,14.666666666666666,47.857142857142854,16.625,77.6
Joseph Aidoo ,184 cm,80 kg,Right,"Sept. 29, 1995",28,CB,79,81,16000000.0,26.0,6,46.5,79.0,59.0,52.333333333333336,77.85714285714286,34.25,9.0
Axel Disasi ,190 cm,86 kg,Right,"March 11, 1998",25,CB,79,84,17000000.0,90.0,6,59.0,77.5,67.33333333333333,52.666666666666664,58.42857142857143,47.25,9.0
Leon Bailey ,178 cm,77 kg,Left,"Aug. 9, 1997",26,"RM, ST, RW",79,80,19500000.0,80.0,14,82.5,21.5,64.16666666666667,70.0,78.85714285714286,74.125,12.0
Robert Sánchez ,197 cm,85 kg,Right,"Nov. 18, 1997",26,GK,79,82,14000000.0,70.0,80,26.0,14.0,42.666666666666664,39.333333333333336,48.0,19.625,78.0
Emil Audero ,192 cm,83 kg,Right,"Jan. 18, 1997",26,GK,79,82,14000000.0,4.3,83,18.5,10.0,34.166666666666664,20.333333333333332,50.714285714285715,21.625,77.4
Marcus Thuram ,192 cm,88 kg,Right,"Aug. 6, 1997",26,ST,79,82,20000000.0,80.0,15,78.5,43.0,67.33333333333333,70.33333333333333,79.42857142857143,71.75,12.4
Christian Pulisic ,177 cm,69 kg,Right,"Sept. 18, 1998",25,"LW, RW, LM",79,82,20000000.0,60.0,14,84.5,39.5,65.0,70.0,75.14285714285714,64.875,12.6
Ezri Konsa ,183 cm,77 kg,Right,"Oct. 23, 1997",26,CB,79,82,17000000.0,70.0,9,72.0,79.5,70.16666666666667,65.66666666666667,74.14285714285714,43.75,11.0
Matty Cash ,185 cm,74 kg,Right,"Aug. 7, 1997",26,"RB, RWB",79,81,17500000.0,70.0,8,74.5,77.5,74.16666666666667,73.66666666666667,75.71428571428571,57.75,13.0
Wilfred Ndidi ,183 cm,74 kg,Right,"Dec. 16, 1996",26,"CDM, CM",79,80,17000000.0,48.0,13,66.5,82.0,74.16666666666667,66.66666666666667,70.42857142857143,62.0,10.8
Kaku ,171 cm,67 kg,Left,"Jan. 11, 1995",28,"CAM, LM",79,79,17500000.0,23.0,11,80.0,54.0,69.66666666666667,79.66666666666667,74.28571428571429,67.5,10.2
Nordi Mukiele ,187 cm,84 kg,Right,"Nov. 1, 1997",26,"RB, RWB, CB",79,81,17500000.0,70.0,15,73.0,82.0,72.0,71.0,75.85714285714286,52.125,11.4
Steven Bergwijn ,178 cm,78 kg,Right,"Oct. 8, 1997",26,"LW, RW",79,82,19500000.0,21.0,13,82.0,34.0,66.0,72.0,79.14285714285714,73.25,12.8
Alexandr Golovin ,178 cm,69 kg,Right,"May 30, 1996",27,"LM, RM, CAM",79,79,18500000.0,55.0,16,82.5,69.0,76.5,76.0,73.0,68.25,13.2
Joe Gomez ,188 cm,77 kg,Right,"May 23, 1997",26,"CB, RB",79,84,16500000.0,95.0,7,71.5,80.0,70.5,72.33333333333333,74.42857142857143,35.25,9.8
Gonçalo Guedes ,179 cm,68 kg,Right,"Nov. 29, 1996",27,"ST, LM",79,81,19500000.0,75.0,9,82.5,32.0,70.16666666666667,73.0,78.71428571428571,76.875,10.0
Jarrod Bowen ,175 cm,70 kg,Left,"Dec. 20, 1996",26,"RM, RW",79,80,19000000.0,70.0,7,80.5,38.0,67.0,73.33333333333333,75.57142857142857,71.875,10.6
Henry Martín ,177 cm,83 kg,Right,"Nov. 18, 1992",31,ST,79,79,17750000.0,87.5,12,75.0,21.5,69.0,63.0,83.28571428571429,70.625,10.2
Kalvin Phillips ,178 cm,72 kg,Right,"Dec. 2, 1995",28,"CDM, CM",79,82,16500000.0,105.0,14,75.5,79.5,75.83333333333333,77.0,71.42857142857143,64.25,10.0
Sergio Herrera ,192 cm,82 kg,Right,"June 6, 1993",30,GK,79,80,11500000.0,24.5,78,21.0,17.5,36.166666666666664,21.666666666666668,51.42857142857143,23.75,77.4
Robin Gosens ,183 cm,76 kg,Left,"July 5, 1994",29,"LWB, LM",79,79,16000000.0,38.0,10,76.0,76.5,76.33333333333333,76.0,77.28571428571429,69.0,12.8
Dani Ceballos ,179 cm,68 kg,Right,"Aug. 7, 1996",27,"CM, CDM, LW",79,80,19000000.0,140.0,13,83.5,70.0,78.0,78.33333333333333,68.28571428571429,65.125,12.6
Luis Chávez ,178 cm,73 kg,Left,"Jan. 15, 1996",27,"CM, CDM",79,80,18250000.0,95.0,12,80.0,72.5,73.16666666666667,77.33333333333333,75.57142857142857,71.25,10.4
Angeliño ,171 cm,69 kg,Left,"Jan. 4, 1997",26,"LB, LM",79,81,17500000.0,50.0,13,82.0,74.0,77.83333333333333,82.33333333333333,75.85714285714286,69.625,11.6
Patrick Ciurria ,178 cm,67 kg,Left,"Feb. 9, 1995",28,RM,79,79,17500000.0,55.0,9,79.0,52.0,66.66666666666667,75.33333333333333,74.71428571428571,70.625,9.4
Ludovic Ajorque ,196 cm,93 kg,Left,"Feb. 25, 1994",29,ST,79,79,17500000.0,38.0,7,74.0,40.0,73.16666666666667,57.0,64.71428571428571,71.875,11.2
Corentin Tolisso ,181 cm,81 kg,Right,"Aug. 3, 1994",29,"CDM, CM",79,79,15500000.0,39.0,14,80.0,75.0,78.5,77.0,67.57142857142857,75.0,10.8
Alexander Sørloth ,195 cm,94 kg,Left,"Dec. 5, 1995",28,ST,79,80,19000000.0,40.0,8,77.5,22.0,69.5,66.33333333333333,76.28571428571429,73.875,11.6
Morales ,180 cm,70 kg,Right,"July 23, 1987",36,"ST, LM",79,79,7500000.0,30.0,8,80.5,49.5,71.83333333333333,74.0,76.28571428571429,76.75,12.8
Álvaro García ,167 cm,61 kg,Left,"Oct. 27, 1992",31,LM,79,79,17000000.0,25.0,14,77.0,38.5,67.5,74.66666666666667,75.14285714285714,59.5,10.6
Davide Zappacosta ,182 cm,75 kg,Right,"June 11, 1992",31,"LWB, LM, RM",79,79,12500000.0,48.0,11,75.0,77.5,72.83333333333333,74.66666666666667,73.85714285714286,68.0,9.0
Ignacio Fernández ,182 cm,67 kg,Left,"Jan. 12, 1990",33,"CAM, CM, RM",79,79,11000000.0,24.0,12,79.0,70.0,77.66666666666667,78.0,75.28571428571429,75.25,10.2
Aleksandar Mitrović ,189 cm,90 kg,Right,"Sept. 16, 1994",29,ST,79,79,18000000.0,50.0,13,72.5,18.5,69.0,55.666666666666664,72.0,70.375,10.6
Ayoze Pérez ,178 cm,72 kg,Right,"July 29, 1993",30,"LM, RM, CAM",79,79,17000000.0,29.5,8,83.0,51.5,72.5,76.33333333333333,73.14285714285714,71.375,11.4
Lucas Zelarayán ,172 cm,70 kg,Right,"June 20, 1992",31,"CAM, CF",79,79,14500000.0,37.0,10,83.0,39.0,66.83333333333333,76.33333333333333,74.42857142857143,75.375,8.8
Walter Benítez ,191 cm,93 kg,Right,"Jan. 19, 1993",30,GK,79,80,11500000.0,16.5,82,19.5,18.5,41.5,22.333333333333332,50.285714285714285,21.25,77.8
Juan Musso ,191 cm,93 kg,Right,"May 6, 1994",29,GK,79,80,12000000.0,41.0,82,18.0,15.0,41.5,25.0,47.42857142857143,21.25,78.4
Alex Telles ,181 cm,69 kg,Left,"Dec. 15, 1992",30,"LB, LM",79,79,15000000.0,42.0,14,77.5,75.5,76.0,80.0,73.57142857142857,76.625,11.6
José Sá ,192 cm,84 kg,Right,"Jan. 17, 1993",30,GK,79,79,11500000.0,50.0,81,18.0,17.0,40.333333333333336,36.0,55.42857142857143,20.125,76.8
Tyrone Mings ,196 cm,77 kg,Left,"March 13, 1993",30,CB,79,79,14500000.0,75.0,15,67.5,79.0,70.5,73.33333333333333,69.42857142857143,48.25,10.4
Przemysław Frankowski ,175 cm,70 kg,Right,"April 12, 1995",28,"RWB, LWB",79,79,16000000.0,39.0,11,76.5,70.0,74.16666666666667,75.66666666666667,81.0,69.5,10.6
Kerem Demirbay ,183 cm,75 kg,Left,"July 3, 1993",30,"CM, CDM, CAM",79,79,17000000.0,49.0,14,82.5,73.0,76.16666666666667,78.0,68.42857142857143,71.625,13.6
Stole Dimitrievski ,188 cm,84 kg,Right,"Dec. 25, 1993",29,GK,79,79,12000000.0,19.5,78,18.5,18.0,38.833333333333336,20.333333333333332,48.285714285714285,22.125,77.4
Callum McGregor ,175 cm,74 kg,Left,"June 14, 1993",30,"CDM, CM",79,79,14500000.0,55.0,13,80.5,70.0,78.16666666666667,76.33333333333333,81.14285714285714,69.0,10.8
Carles Gil ,170 cm,65 kg,Left,"Nov. 2, 1992",31,"CAM, RM",79,79,17000000.0,11.5,6,80.0,40.0,66.16666666666667,78.66666666666667,70.14285714285714,64.25,11.6
John McGinn ,178 cm,68 kg,Left,"Oct. 18, 1994",29,"CM, RM, CDM",79,79,17500000.0,85.0,12,77.0,75.0,75.33333333333333,77.0,76.71428571428571,68.0,11.2
Raúl de Tomás ,180 cm,72 kg,Right,"Oct. 17, 1994",29,ST,79,79,18000000.0,28.5,14,79.5,33.5,70.66666666666667,74.0,76.42857142857143,78.875,10.2
Ricardo Pereira ,175 cm,70 kg,Right,"Oct. 6, 1993",30,"RB, RWB",79,79,15500000.0,50.0,11,77.5,80.5,78.66666666666667,78.33333333333333,72.28571428571429,64.75,13.0
Christian Günter ,184 cm,83 kg,Left,"Feb. 28, 1993",30,"LB, LM",79,79,15000000.0,31.0,14,72.0,74.5,71.83333333333333,73.33333333333333,77.57142857142857,60.375,11.0
Romarinho ,174 cm,69 kg,Right,"Dec. 12, 1990",32,"CF, CAM, ST",79,79,14000000.0,50.0,10,80.5,22.5,64.33333333333333,70.0,81.85714285714286,72.75,12.0
Óliver Torres ,178 cm,70 kg,Right,"Nov. 10, 1994",29,"CM, CAM, LW",79,79,17500000.0,33.0,8,83.5,63.5,74.66666666666667,78.33333333333333,63.714285714285715,67.75,8.4
Solly March ,180 cm,77 kg,Left,"July 20, 1994",29,RM,79,79,17500000.0,85.0,15,81.0,66.5,72.66666666666667,75.66666666666667,72.71428571428571,64.75,11.0
Moi Gómez ,176 cm,73 kg,Right,"June 23, 1994",29,"CM, LM, RM",79,79,17000000.0,34.0,7,79.5,50.5,72.5,81.0,68.14285714285714,69.75,9.8
Pietro Terracciano ,193 cm,78 kg,Right,"March 8, 1990",33,GK,79,79,5500000.0,43.0,83,18.5,15.0,37.0,20.333333333333332,46.285714285714285,19.25,78.4
Edin Višća ,172 cm,63 kg,Right,"Feb. 17, 1990",33,"RM, RW",79,79,11000000.0,55.0,16,79.5,40.0,69.16666666666667,75.0,78.0,71.875,12.8
Samuel Umtiti ,182 cm,75 kg,Left,"Nov. 14, 1993",30,CB,79,79,14500000.0,36.0,15,65.0,78.5,70.0,70.0,66.57142857142857,67.25,13.2
Kurt Zouma ,190 cm,95 kg,Right,"Oct. 27, 1994",29,CB,79,81,15000000.0,70.0,15,56.0,78.0,69.83333333333333,61.0,65.14285714285714,58.375,11.8
Harry Maguire ,193 cm,100 kg,Right,"March 5, 1993",30,CB,79,79,14500000.0,100.0,9,70.5,74.5,73.66666666666667,68.33333333333333,56.714285714285715,60.875,12.4
James Tarkowski ,188 cm,81 kg,Right,"Nov. 19, 1992",31,CB,79,79,14500000.0,43.0,7,59.5,82.0,69.83333333333333,64.33333333333333,64.14285714285714,52.75,10.0
David López ,183 cm,81 kg,Right,"Oct. 9, 1989",34,"CB, CDM",79,79,8500000.0,28.5,15,69.5,79.5,73.16666666666667,70.66666666666667,57.142857142857146,57.875,10.8
Frederik Rønnow ,188 cm,81 kg,Right,"Aug. 4, 1992",31,GK,79,79,11500000.0,29.5,79,12.5,12.0,32.666666666666664,23.0,47.42857142857143,16.625,77.4
Kevin Volland ,179 cm,85 kg,Left,"July 30, 1992",31,"ST, CAM, CF",79,79,17000000.0,44.0,12,78.5,44.0,74.33333333333333,76.66666666666667,77.57142857142857,80.0,8.6
Lucas Digne ,178 cm,74 kg,Left,"July 20, 1993",30,LB,79,79,15500000.0,80.0,13,76.5,78.0,75.66666666666667,78.66666666666667,75.57142857142857,72.875,9.2
Sebastian Rode ,180 cm,71 kg,Right,"Oct. 11, 1990",33,"CDM, CM",79,79,11500000.0,39.0,11,74.5,77.5,78.33333333333333,73.66666666666667,69.28571428571429,60.25,9.8
Stefan Ortega ,185 cm,88 kg,Right,"Nov. 6, 1992",31,GK,79,79,11500000.0,85.0,84,29.0,13.5,44.333333333333336,37.666666666666664,54.142857142857146,22.125,79.6
Hans Vanaken ,195 cm,77 kg,Right,"Aug. 24, 1992",31,"CM, CAM",79,79,17000000.0,28.0,11,79.5,52.5,74.66666666666667,80.0,60.857142857142854,78.25,10.8
